sentence,label,idx
jaw-droppingly superficial ,0,47782
proves once again that he 's the best brush in the business ,1,47783
"they will have a showdown , but , by then , your senses are as mushy as peas and you do n't care who fires the winning shot ",0,47784
wildcard ,0,47785
continue to impress ,1,47786
woo ,1,47787
deliberately and devotedly constructed ,1,47788
", you 're going to feel like you were n't invited to the party . ",0,47789
an inexplicable nightmare ,0,47790
could very well clinch him this year 's razzie ,0,47791
the six-time winner ,1,47792
"a timely , tongue-in-cheek profile of the corporate circus that is the recording industry in the current climate of mergers and downsizing ",1,47793
tries for more . ,0,47794
"has a certain ghoulish fascination , and generates a fair amount of b-movie excitement . ",1,47795
with a variety of quirky characters and an engaging story ,1,47796
light enough ,1,47797
"in all , an interesting look at the life of the campaign-trail press , especially ones that do n't really care for the candidate ",1,47798
's just weirdness for the sake of weirdness ,0,47799
at least a decent attempt at meaningful cinema ,1,47800
"showtime is n't particularly assaultive , but it can still make you feel that you never want to see another car chase , explosion or gunfight again . ",0,47801
just the right tone ,1,47802
"god help us , but capra and cooper are rolling over in their graves . ",0,47803
pretty damned wonderful ,1,47804
"stupid , infantile , redundant , sloppy , ",0,47805
even the corniest and most hackneyed ,0,47806
's not too much of anything ,0,47807
implied in the title pokémon 4ever is terrifying ,0,47808
hard to imagine having more fun watching a documentary ,1,47809
liveliness ,1,47810
"show his penchant for wry , contentious configurations ",1,47811
"a trenchant , ironic cultural satire instead of a frustrating misfire ",1,47812
peaked about three years ago ,1,47813
like ,1,47814
it 's too interested in jerking off in all its byzantine incarnations to bother pleasuring its audience . ,0,47815
"try to create characters out of the obvious cliches , ",0,47816
potentially interesting idea ,1,47817
shoot something on crummy-looking videotape ,0,47818
two fatal ailments -- ,0,47819
dogtown and z-boys has a compelling story to tell . ,1,47820
jackie chan movies are a guilty pleasure ,1,47821
safe as a children 's film ,1,47822
highlighted ,1,47823
"dull , somnambulant exercise ",0,47824
the ridiculous dialog or ,0,47825
intimate and panoramic . ,1,47826
'll only put you to sleep ,0,47827
sentimental cliches ,0,47828
", despite the mild hallucinogenic buzz , is of overwhelming waste ",0,47829
resorts to easy feel-good sentiments ,1,47830
shining star ,1,47831
does a fine job contrasting the sleekness of the film 's present with the playful paranoia of the film 's past ,1,47832
the director explores all three sides of his story with a sensitivity and an inquisitiveness reminiscent of truffaut . ,1,47833
ally mcbeal-style fantasy sequences ,1,47834
stupid sequel ,0,47835
recreating it an in an african idiom ,1,47836
nothing can detract from the affection of that moral favorite : ,1,47837
even his boisterous energy fails to spark this leaden comedy ,0,47838
been forced by his kids to watch too many barney videos ,0,47839
a great story ,1,47840
guilty-pleasure ,1,47841
"a markedly inactive film , city ",0,47842
somehow manages to escape the shackles of its own clichés to be the best espionage picture to come out in weeks . ,1,47843
to live out and carry on their parents ' anguish ,0,47844
has its faults ,0,47845
"despite the gratuitous cinematic distractions impressed upon it , is still good fun . ",1,47846
smart and newfangled ,1,47847
loneliness ,0,47848
get a cinematic postcard that 's superficial and unrealized . ,0,47849
asset ,1,47850
a very sincere work ,1,47851
an impressive job ,1,47852
bittersweet dialogue that cuts to the chase of the modern girl 's dilemma . ,1,47853
"sandra bullock and hugh grant make a great team , but ",1,47854
come to earth ,1,47855
wasting away inside unnecessary films ,0,47856
", it has a more colorful , more playful tone than his other films . ",1,47857
"ride through nighttime manhattan , a loquacious videologue of the modern male and the lengths to which he 'll go to weave a protective cocoon around his own ego ",1,47858
you leaving the theater with a smile on your face ,1,47859
a warm and well-told tale ,1,47860
"failed jokes , twitchy acting , and general boorishness ",0,47861
it 's impossible to care ,0,47862
graceless and ugly ,0,47863
ransacked every old world war ii movie for overly familiar material ,0,47864
"has rewards , from the exoticism of its seas of sand to the fierce grandeur of its sweeping battle scenes ",1,47865
of the all-time great apocalypse movies ,1,47866
fairly solid -- not to mention ,1,47867
"'s a powerful though flawed movie , guaranteed to put a lump in your throat while reaffirming washington as possibly the best actor working in movies today ",1,47868
"howard and his co-stars all give committed performances , but ",1,47869
the movie 's downfall is to substitute plot for personality . ,0,47870
memories of rollerball ,1,47871
do well to cram earplugs in their ears ,0,47872
old-fashioned themes ,1,47873
"this orange has some juice , but it 's far from fresh-squeezed ",0,47874
", funny and touching ",1,47875
", refreshingly , ",1,47876
pushes its agenda too forcefully ,0,47877
the heart of the film ,1,47878
the whole dead-undead genre ,0,47879
onto what 's left of his passe ' chopsocky glory ,0,47880
a funny yet dark and seedy clash of cultures and generations ,1,47881
this could be a movie that ends up slapping its target audience in the face by shooting itself in the foot . ,0,47882
provocative material ,1,47883
relatively lightweight commercial fare such as notting hill to commercial ,1,47884
you realize that deep inside righteousness can be found a tough beauty ,1,47885
"an eerily suspenseful , deeply absorbing piece ",1,47886
all but spits out denzel washington 's fine performance in the title role . ,1,47887
a bunch of talented thesps ,1,47888
"mr. deeds is sure to give you a lot of laughs in this simple , sweet and romantic comedy . ",1,47889
", heartwarming yarn ",1,47890
"rumor , a muddled drama about coming to terms with death , feels impersonal , almost generic . ",0,47891
this is the ultimate movie experience ,1,47892
stop buying tickets ,0,47893
"at just over an hour , home movie will leave you wanting more , not to mention leaving you with some laughs and a smile on your face . ",1,47894
"nothing compared to the movie 's contrived , lame screenplay and listless direction ",0,47895
's provocative stuff ,1,47896
"their super-powers , their super-simple animation ",0,47897
that soars above the material realm ,1,47898
's been responsible for putting together any movies of particular value or merit ,0,47899
gorgeously elaborate continuation ,1,47900
knows everything and answers all questions ,1,47901
besides its terrific performances ,1,47902
"of what 's become one of the movies ' creepiest conventions , in which the developmentally disabled ",0,47903
"feels shrill , simple and soapy . ",0,47904
is highly pleasurable ,1,47905
make the film more silly than scary ,0,47906
squandering his opportunity to make absurdist observations ,0,47907
lovely trifle ,1,47908
are telegraphed in the most blithe exchanges gives the film its lingering tug . ,0,47909
"'s a rollicking adventure for you and all your mateys , regardless of their ages . ",1,47910
"a strong script , powerful direction and ",1,47911
real americans ,1,47912
the innate theatrics that provide its thrills and extreme emotions lose their luster when flattened onscreen . ,0,47913
"a breathtaking adventure for all ages , spirit tells its poignant and uplifting story in a stunning fusion of music and images . ",1,47914
the history is fascinating ; the action is dazzling ,1,47915
"you would n't want to live waydowntown , but it is a hilarious place to visit . ",1,47916
company once again dazzle and delight us ,1,47917
want to watch ,1,47918
"'s the best sequel since the empire strikes back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth ",1,47919
"for fans of british cinema , if only because so many titans of the industry are along for the ride ",1,47920
"you 've already seen city by the sea under a variety of titles , but it 's worth yet another visit ",1,47921
the stories are quietly moving . ,1,47922
endless exposition ,0,47923
carries you along in a torrent of emotion ,1,47924
makes an amazing breakthrough in her first starring role ,1,47925
