sentence,label,idx,processed_text
"there are deeply religious and spiritual people in this world who would argue that entering a church , synagogue or temple does n't mean you have to check your brain at the door . ",1,47121,deeply religious spiritual people world would argue entering church synagogue temple n mean check brain door
"plays like a bad soap opera , ",0,47122,plays like bad soap opera
captures the raw comic energy of one ,1,47123,captures raw comic energy one
unaware that it 's the butt of its own joke . ,0,47124,unaware butt joke
hilarious writer-director himself ,1,47125,hilarious writer director
"laugh-out-loud lines , ",1,47126,laugh loud lines
"their often heartbreaking testimony , spoken directly into director patricio guzman 's camera , ",1,47127,often heartbreaking testimony spoken directly director patricio guzman camera
top-notch action powers ,1,47128,top notch action powers
breaking new ground ,1,47129,breaking new ground
sensitive ensemble performances and ,1,47130,sensitive ensemble performances
"throughout , mr. audiard 's direction is fluid and quick . ",1,47131,throughout mr audiard direction fluid quick
a beautiful paean ,1,47132,beautiful paean
his rental car ,1,47133,rental car
"despite some charm and heart , this quirky soccer import is forgettable ",0,47134,despite charm heart quirky soccer import forgettable
racial tension ,0,47135,racial tension
"lost , leaving the character of critical jim two-dimensional and pointless ",0,47136,lost leaving character critical jim two dimensional pointless
"you 'll be wistful for the testosterone-charged wizardry of jerry bruckheimer productions , especially because half past dead is like the rock on a wal-mart budget . ",0,47137,wistful testosterone charged wizardry jerry bruckheimer productions especially half past dead like rock wal mart budget
thinking about going to see this movie ,1,47138,thinking going see movie
woody allen has really found his groove these days . ,1,47139,woody allen really found groove days
more than recycled jock ,0,47140,recycled jock
by the final whistle you 're convinced that this mean machine was a decent tv outing that just does n't have big screen magic . ,0,47141,final whistle convinced mean machine decent tv outing n big screen magic
our dismay ,0,47142,dismay
"you do n't need to be a hip-hop fan to appreciate scratch , ",1,47143,n need hip hop fan appreciate scratch
elegant technology for the masses ,1,47144,elegant technology masses
"peppering this urban study with references to norwegian folktales , villeneuve creates in maelstrom a world where the bizarre is credible and the real turns magical . ",1,47145,peppering urban study references norwegian folktales villeneuve creates maelstrom world bizarre credible real turns magical
"a distinctly mixed bag , the occasional bursts of sharp writing alternating with lots of sloppiness and the obligatory moments of sentimental ooze . ",0,47146,distinctly mixed bag occasional bursts sharp writing alternating lots sloppiness obligatory moments sentimental ooze
's not nearly enough ,0,47147,nearly enough
scoring ,1,47148,scoring
"has a built-in audience , but only among those who are drying out from spring break and are still unconcerned about what they ingest ",0,47149,built audience among drying spring break still unconcerned ingest
"blisteringly rude , scarily funny , sorrowfully sympathetic to the damage it surveys , the film has in kieran culkin a pitch-perfect holden . ",1,47150,blisteringly rude scarily funny sorrowfully sympathetic damage surveys film kieran culkin pitch perfect holden
reap more rewards ,1,47151,reap rewards
it 's not very well shot or composed or edited ,0,47152,well shot composed edited
dumb and ,0,47153,dumb
authentic christmas spirit ,1,47154,authentic christmas spirit
's exactly the kind of movie toback 's detractors always accuse him of making ,0,47155,exactly kind movie toback detractors always accuse making
most savory and hilarious ,1,47156,savory hilarious
a celebrated wonder ,1,47157,celebrated wonder
keep pushing the jokes at the expense of character until things fall apart ,0,47158,keep pushing jokes expense character things fall apart
the free-wheeling noir spirit ,1,47159,free wheeling noir spirit
delight ,1,47160,delight
rip-roaring comedy action ,1,47161,rip roaring comedy action
populating its hackneyed and meanspirited storyline with cardboard characters and performers who ,0,47162,populating hackneyed meanspirited storyline cardboard characters performers
"it has a dashing and resourceful hero ; a lisping , reptilian villain ; big fights ; big hair ; lavish period scenery ; and a story just complicated enough to let you bask in your own cleverness as you figure it out . ",1,47163,dashing resourceful hero lisping reptilian villain big fights big hair lavish period scenery story complicated enough let bask cleverness figure
multi-character story ,1,47164,multi character story
a workable primer ,1,47165,workable primer
"the leaping story line , shaped by director peter kosminsky into sharp slivers and cutting impressions , ",1,47166,leaping story line shaped director peter kosminsky sharp slivers cutting impressions
slob ,0,47167,slob
keeping the picture compelling ,1,47168,keeping picture compelling
too busy ,0,47169,busy
"a terrible movie , just a stultifyingly obvious one -- an unrewarding collar for a murder mystery ",0,47170,terrible movie stultifyingly obvious one unrewarding collar murder mystery
"this is as lax and limp a comedy as i 've seen in a while , a meander through worn-out material . ",0,47171,lax limp comedy seen meander worn material
try to avoid ,0,47172,try avoid
so impersonal ,0,47173,impersonal
has enough vitality to justify the notion of creating a screen adaptation of evans ' saga of hollywood excess ,1,47174,enough vitality justify notion creating screen adaptation evans saga hollywood excess
has done his homework and soaked up some jazzy new revisionist theories about the origins of nazi politics and aesthetics ,1,47175,done homework soaked jazzy new revisionist theories origins nazi politics aesthetics
"there is plenty of room for editing , and ",0,47176,plenty room editing
this year 's razzie ,0,47177,year razzie
even more to think about after the final frame ,1,47178,even think final frame
mature ,1,47179,mature
isabelle huppert excels as the enigmatic mika and anna mouglalis is a stunning new young talent in one of chabrol 's most intense psychological mysteries . ,1,47180,isabelle huppert excels enigmatic mika anna mouglalis stunning new young talent one chabrol intense psychological mysteries
properly spooky film ,1,47181,properly spooky film
new favorite musical ,1,47182,new favorite musical
how families can offer either despair or consolation ,1,47183,families offer either despair consolation
appealing couple ,1,47184,appealing couple
surprised ,1,47185,surprised
